"his Directive applies to the Office of the Secretary of Defense , the Military Departments ( including the Coast Guard when it is not operating as a Service in the Navy by agreement with the Department of Homeland Security ) , the Chairman of the Joint Chiefs of Staff , the Combatant Commands , the Office of Inspector General of the Department of Defense , the Defense Agencies , the Do D Field Activities , and all other organizational entities within the Department of Defense ( hereafter referred to collectively as "" the Do D Components "" ) .The term "" Military Services , "" as used herein , refers to the Army , the Navy , the Air Force , the Marine Corps , and the Coast Guard .The term "" Secretary concerned , "" as used herein , means the Secretary of the Army , the Secretary of the Navy , or the Secretary of the Air Force , or the Secretary of Homeland Security with respect to the Coast Guard when not operating as a Service within the Navy .. . Do DD 1418.05 , October 6 , 2003","This Instruction is effective immediately .. Enclosures - 3. E1 .References , continued. E2 .Definitions. E3 .Guidelines. . Do DI 1354.01 , January 19 , 2007 ENCLOSURE 1 6 E",0.333333333
29. SECTION 4 : PTTI MANAGEMENT PROCEDURES,"SECTION 1 : GENERAL ISSUANCE INFORMATION. The PNT Capabilities Information , referred to in Paragraph 2.1.v . of this issuance , does not require licensing with a report control symbol in accordance with Paragraphs 4 and 10 of Volume 1 of Do D Manual 8910.01 .. Do DI 4650.06 , July 30 , 2020",0.833333333
"The changes to this issuance are administrative and update organizational titles , references , acronyms , and URLs for accuracy .","This instruction applies to OSD , the Military Departments , the Office of the Chairman of the Joint Chiefs of Staff and the Joint Staff , the Combatant Commands , the Office of the Inspector General of the Department of Defense , the Defense Agencies , the Do D Field Activities , and all other organizational entities in the Do D ( referred to collectively in this instruction as the “ Do D Components ” ) .",0
"It is Do D policy that :. The Do D shall set forth policies , practices , and procedures for the GCAs to follow for the effective protection of classified information provided to industry , including foreign government information that the U.S . Government is obligated to protect in the interest of national security .","This Instruction is effective upon its publication to the Do D Issuances Website .March 18 , 2011 .Michael G . Vickers Acting Under Secretary of Defense for Intelligence Enclosures 1 .References 2 .Responsibilities Glossary. Do DI 5220.22 , March 18 , 2011 Change 1 , 05/01/2018 ENCLOSURE 1 3 ENCLOSURE 1 REFERENCES",0.625
"This Directive :. 1.1 . Reissues reference ( a ) to delegate authority and to update policy and responsibilities regarding use of the authorities of references ( b ) , ( c ) , ( d ) , and ( e ) .. 1.2 . Continues to authorize Do D 4400.1 M , "" Department of Defense Priorities and Allocations Manual , "" and other Do D Manuals to implement this Directive .. 1.3 . Designates the Secretary of the Air Force as the Do D Executive Agent for the Defense Production Act Title III Program ( authorized by reference ( b ) ) .","t is Do D policy that : 4.1 . FHP complements the Departments full dimensional Force Protection efforts .All members of the active components and the selected Reserve components shall be physically and mentally fit to carry out their missions .This also applies to essential Do D civilian and contractor personnel who accompany deployed forces , consistent with plans established under Do D Directive 1400.31 , Do D Instruction 1400.32 , Do D Instruction 3020.37 , and Do D Directive 1404.10 ( references ( c ) , ( d ) , ( e ) , and ( f ) ) .4.2 .The Commanders , supervisors , individual Service members , and the Military Health System ( MHS ) shall promote , improve , conserve , and restore the physical and mental well being of members of the Armed Forces across the full range of military activities and operations .4.3 .The Do D Components shall implement programs and processes that promote and sustain a healthy and fit force , prevent injury and illness , protect the force from health hazards , and deliver the best possible medical and rehabilitative care to the sick and injured anywhere in the world .4.3.1 . To provide a healthy and fit force , the Do D Components shall : 4.3.1.1 . Appoint , enlist , or induct individuals capable of completing required training , sustaining duty performance , and , when applicable , deploying to isolated and austere environments , in accordance with Do D Directive 6130.3 and Do D Instruction 6130.4 ( references ( g ) and ( h ) ) .4.3.1.2 . Promote and improve the health of the force through programs on injury prevention , dental health , good nutrition , tobacco use prevention and cessation , physical fitness and weight control , responsible sexual behavior , stress management , suicide prevention , alcohol and drug abuse prevention , and other health initiatives , in accordance with Do D Directive 1010.10 , 32 CFR part 85 , Do D Directive 1010.4 , 32 CFR part 62b , and Do D Directive 1308.1 ( references ( i ) through ( m ) ) .4.3.1.3 . Provide health assessments and wellness interventions to all military personnel , that must include at least : a complete health assessment and wellness interventions for new Service members ; routine annual health , medical and dental assessments with appropriate wellness interventions ; annual assessment of individual medical readiness ; pre - and postdeployment health assessments ; and , separation medical assessments .4.3.2 . To prevent injury and illness and protect the force from health hazards , the Do D Components shall :. Do DD 6200.04 , October 9 , 2004. 3 4.3.2.1 . Administer immunizations , and other preventive therapies and medical countermeasures , in accordance with reference ( i ) , Do D Directive 6205.3 , and Do D Instruction 6205.02E ( references ( n ) and ( o ) ) .4.3.2.2 . Provide safe and healthy working conditions and appropriate , periodic occupational health assessments for those potentially exposed to chemical , biological , and physical hazards in the course of their duties in accordance with Do D Directive 4715.01E , Do D Instruction 6055.1 , Do D Instruction 6055.5 , Do D Instruction 6490.03 , and Do D Directive 6490.5 ( references ( p ) through ( t ) ) .4.3.2.3 . Routinely inspect for and mitigate industrial , occupational , operational , and environmental hazards and document significant exposures , including those associated with noise , climate , chemicals , radiation , infectious agents , air , food , water , waste , and pests , consistent with references ( p ) through ( t ) .4.3.2.4 . Ensure appropriate utilization of effective personal protective equipment and measures to help mitigate specific health and safety hazards .4.3.2.5 . Routinely train all military personnel , and essential Do D civilian and contractor personnel who directly support deployed forces , in safety , first aid , sanitation , health risks , and health protection measures , including those related to chemical , biological , radiological , nuclear , explosive , and environmental and/or industrial threats , in accordance with Do D Directive 2000.12 and Do D Instruction 2000.18 ( references ( u ) and ( v ) ) .4.3.2.6 . Include assessment of health threats of operational significance during intelligence preparation of the battlefield , assess available first response and health service support resources , and plan for mitigation of health threats prior to deployment .4.3.2.7 . Ensure that appropriate and adequate preventive medicine and environmental health capabilities are employed to support casualty prevention and protection of the force from health hazards .4.3.2.8 . Continuously assess and mitigate health and safety hazards during training and operations , both in garrison and deployed , applying the principles of operational risk management .4.3.2.9 . Identify and minimize potential health hazards during the design , development , and acquisition of weapon systems and other military materiel and equipment .4.3.2.10 . Capture and apply operational and medical lessons learned .4.3.3 .The Military Departments shall employ flexible , modular , scalable , and interchangeable medical capabilities , logistics systems , and information management and/or information technology systems to ensure that the best possible medical and rehabilitative care is. Do DD 6200.04 , October 9 , 2004. 4 delivered to support military operations anywhere in the world .These capabilities shall support the following medical operational requirements : 4.3.3.1 . Initial , stabilizing care by medical trained first responders .4.3.3.2 . Forward resuscitative care by trained medical/surgical teams .4.3.3.3 . Health and medical services in appropriate treatment facilities .4.3.3.4 . Appropriate medical care during evacuation and transport .4.3.3.5 . Definitive and rehabilitative care for maximum possible recovery .4.3.4 .The Military Departments shall provide medical support for the well being of Service members across the full range of military activities and operations , to include civilian and contract personnel who accompany deployed forces , and shall perform routine , continuous , integrated , and comprehensive health surveillance of all military populations , whether at home station or deployed ( including deployed civilians and contractors ) , in accordance with reference ( s ) and Do D Directive 6490.02 ( reference ( w ) ) .4.4 .The Department of Defense shall centrally maintain biological specimens derived from routine , periodic medical screening of all military Service members for use in support of clinical care and forensic or epidemiologic studies .Use of the stored biological specimens shall comply with the applicable requirements and provisions of Do D Directive 5400.11 , Do D Directive 3216.02 , 32 CFR part 219 , Do D Directive 5136.1 , Do D 5400.11 R , and Do D 6025.18 R ( references ( x ) through ( ac ) ) .4.5 .The Department of Defense shall pursue scientific and technological advancements to improve and protect the health of the force through medical research , development , clinical investigations , technology insertion , and appropriate acquisition strategies .",0.142857143
"This Directive :. 1.1 . Reissues reference ( a ) to delegate authority and to update policy and responsibilities regarding use of the authorities of references ( b ) , ( c ) , ( d ) , and ( e ) .. 1.2 . Continues to authorize Do D 4400.1 M , "" Department of Defense Priorities and Allocations Manual , "" and other Do D Manuals to implement this Directive .. 1.3 . Designates the Secretary of the Air Force as the Do D Executive Agent for the Defense Production Act Title III Program ( authorized by reference ( b ) ) .","This Instruction is effective immediately .. Enclosures :. 1 . References. 2 . Responsibilities. 3 . Procedures. 2. Do DI 4650.02 , December 23 , 2009 ENCLOSURE 1 3 ENCLOSURE 1. REFERENCES",0.285714286
"This instruction applies to OSD , the Military Departments , the Office of the Chairman of the Joint Chiefs of Staff and the Joint Staff , the Combatant Commands , the Office of the Inspector General of the Department of Defense , the Defense Agencies , the Do D Field Activities , and all other organizational entities in the Do D ( referred to collectively in this instruction as “ the Do D Components ” ) .","his Directive applies to : 2.1 .The Office of the Secretary of Defense , the Military Departments , the Chairman of the Joint Chiefs of Staff , the Combatant Commands , the Office of the Inspector General of the Department of Defense , the Defense Agencies , the Do D Field Activities , and all other organizational entities in the Department of Defense ( hereafter referred to collectively as "" the Do D Components "" ) .2.2 .The Coast Guard , when it is not operating as a Service in the Navy under agreement with the Department of Homeland Security , and the Commissioned Corps of the Public Health Service ( PHS ) and the National Oceanic and Atmospheric Administration ( NOAA ) , under agreements with the Departments of Health and Human Services and Commerce ( hereafter referred to collectively as "" the non Do D Components "" ) .. . Do DD 1340.20 , July 14 , 2003",0.285714286
"t is Do D policy that : 4.1 . IA shall be implemented in all system and services acquisitions at levels appropriate to the system characteristics and requirements throughout the entire life cycle of the acquisition .4.2 .All acquisitions of mission critical or mission essential IT systems , as defined in reference ( e ) , shall have an adequate and appropriate Acquisition IA Strategy that shall be reviewed prior to all acquisition milestone decisions , program decision reviews , and acquisition contract awards .","4.1 .The Assistant Secretary of Defense for International Security Policy ( ASD ( ISP ) ) , under the Under Secretary of Defense for Policy , shall :. 4.1.1 . Provide implementing guidance to the Do D Components on defense cooperation with Canada .. 4.1.2 . Monitor the progress of cooperative efforts undertaken in pursuit of this policy with the Assistant Secretary of State for Western Hemisphere Affairs .. 4.2 .The Under Secretary of Defense for Acquisition , Technology and Logistics ( USD ( AT&L ) ) shall :. 4.2.1 . Coordinate within the Department of Defense the development and production sharing programs with Canada .. 4.2.2 . Coordinate the industrial mobilization activities between the two countries .. 4.2.3 . Designate the Do D representative to serve as the U.S . chair at meetings between the two countries on defense cooperation and in meetings of joint steering committees on defense development and defense production sharing .. 3. Do DI 2035.01 , February 27 , 2006",0.166666667
"This instruction is effective June 8 , 2016 .. Frank Kendall. Under Secretary of Defense for. Acquisition , Technology , and Logistics Enclosures. 1 . References. 2 . Responsibilities. 3 . Procedures Glossary. . Do DI 4205.01 , June 8 , 2016 Change 2 , 08/31/2018. ENCLOSURE 1 3 ENCLOSURE 1. REFERENCES",SECTION 1 : GENERAL ISSUANCE INFORMATION. It is Do D policy to :,0.5
The Secretaries of the Military Departments shall :,"The USD ( P&R ) , through the Assistant Secretary of Defense for Readiness and Force Management and the Deputy Assistant Secretary of Defense for Military Personnel Policy ( DASD ( MPP ) ) as appropriate , shall :",0.714285714
"his Instruction reissues reference ( a ) to update the policy , responsibilities , and procedures for implementing the authority for PSCs for HCPs .",It is Do D policy that :,0.5
"2.1 .This Instruction applies to the Office of the Secretary of Defense , the Military Departments , the Chairman of the Joint Chiefs of Staff , the Combatant Commands , the Office of the Inspector General of the Department of Defense , the Defense Agencies , the Do D Field. . Do DI 1430.02 , April 6 , 2006. 2 Activities , and all other organizational entities within the Department of Defense ( hereafter referred to collectively as the “ Do D Components ” ) .. 2.2 .This Instruction does not apply to those civilian career programs covered under Do D Directive 5000.52 ( Reference ( e ) ) .","Civilian career programs shall be developed for occupational specialties employed by such functional areas as supply , finance , research and development , and other appropriate groupings .For each occupational specialty or other appropriate grouping , career programs shall include as a minimum the following elements :. 5.1 . Clear lines of progression to successively more responsible duties .. 5.2 . Defined core competencies within functional specialties around which all learning and development should occur .. 5.3 .Use of coaching , mentoring , and other actions to promote interest , development , and profession in career programs .. 5.4 .A coordinated training and development program for the occupational specialty , using in service and non Federal facilities to improve present performance and prepare employees for greater responsibilities .Such a program shall include a specific plan for the use of leading management training courses available in house and at facilities outside the Department of Defense .. 5.5 . Provisions for a minimum annual intake of carefully selected career personnel with potential for progression to more responsible technical , professional , and administrative positions .A minimum annual intake in each occupational specialty is essential to ensure a continued flow of persons capable of benefiting from long term career development programs .. 5.6 . Planned work assignments designed to developed managerial , supervisory , and technical competence .. 5.7 . Programs of cross training between installations and among the Do D Components shall be fostered through rotational assignments and exchanges of personnel for specified periods .. 5.8 . Procedures for referral of suitable personnel for career development opportunities on an installation or activity , command , Do D Component , and Do D wide basis .. 5.9 . Procedures for counseling employees and appraising employee potential .. Do DI 1430.02 , April 6 , 2006. 5",0.571428571
"Under the authority , direction , and control of the Under Secretary of Defense for Acquisition , Technology , and Logistics , the ASD ( R&E ) :. Develops and implements policies and procedures in the DGARS for use of non procurement transactions other than grants and cooperative agreements that are authorized by section 2371 of Title 10 , United States Code ( Reference ( g ) ) .The ASD ( R&E ) may include the policies and procedures in the Do D Grant and Agreement Regulations where doing so is appropriate ; he or she may otherwise include them in Do D instructions or other issuances .For these purposes , the ASD ( R&E ) is delegated the authorities and responsibilities of the Secretary of Defense pursuant to section 2371 of Reference ( g ) as it applies to non procurement instruments , with the authority to redelegate .","Under the authority , direction , and control of the Under Secretary of Defense for Acquisition , Technology , and Logistics , the ASD ( R&E ) :",0.875
"This Directive is effective April 16 , 2012 .Enclosures 1 .References 2 .Delegations of Authority Glossary. Do DD 5145.04 , April 16 , 2012 Change 1 , 05/28/2020 ENCLOSURE 1 7 ENCLOSURE 1 REFERENCES. Establish and maintain , for the functions assigned , an appropriate publications system for common supply and service regulations , instructions , and reference documents , and changes thereto , in accordance with the policies and procedures prescribed in Do DI 5025.01 .","This Directive is effective April 16 , 2012 .Enclosures 1 .References 2 .Delegations of Authority Glossary. Do DD 5145.04 , April 16 , 2012 Change 1 , 05/28/2020 ENCLOSURE 1 7 ENCLOSURE 1 REFERENCES",0.857142857
The Secretary of the Department of Health and Human Services with respect to the Commissioned Corps of the National Oceanic Atmospheric Administration and the Commissioned Corps of the Public Health Service :,See Enclosure 3 .,0.5
"The format and content for FRAGPPAG will be the same as PPAG but may contain less information than a full PPAG submission .Remove the sections that are not needed or do not apply for the specific FRAGPPAG being submitted .Number each paragraph sequentially .FRAGPPAG may be used to update PAG when necessary .At a minimum , FRAGPPAG must include :",. Inform news media representatives and Service members of the sensitivity of using images that identify casualties until after notification of the next of kin .,0.428571429
"In addition to the responsibilities in section 8 of this enclosure , the Combatant Commanders :",The USD ( P ) :,0.333333333
The Secretaries of the Military Departments shall :,". DOD INSTRUCTION 4650.06 POSITIONING , NAVIGATION , AND TIMING MANAGEMENT. Originating Component : Office of the Do D Chief Information Officer. Effective : July 30 , 2020. Releasability : Cleared for public release .Available on the Directives Division Website at https://www.esd.whs.mil/DD / .. Reissues and Cancels : Do D Instruction 4650.06 , “ Do D Positioning , Navigation , and Timing ( PNT ) Management , ” June 16 , 2016. Approved by : Dana Deasy , Do D Chief Information Officer. Purpose : In accordance with the authority in Do D Directives ( Do DDs ) 5144.02 and 4650.05 , this issuance : • Implements policy , assigns responsibilities , and prescribes procedures for the Do D positioning , navigation , and timing ( PNT ) enterprise , PNT cybersecurity , precise time and time interval ( PTTI ) , and celestial reference frame ( CRF ) management , in accordance with Section 2281 of Title 10 , United States Code and National Security Presidential Directive 39 ( NSPD 39 ) .• Establishes policy and assigns responsibilities for Do D participants in domestic civil forums , international government , and civil PNT forums .• Establishes and prescribes procedures for the Do D PNT Executive Management Board ( EMB ) to oversee the governance process in support of the Council for the Oversight of the Do D PNT Enterprise ( referred to in this issuance as the “ PNT Oversight Council ” ) .• Prescribes procedures for the PNT Oversight Council , in accordance with Do DD 4650.05 . • Establishes and prescribes procedures for the Do D PNT Working Group ( WG ) , as well as the Do D PNT Waiver , Do D Navigation Warfare ( NAVWAR ) , Do D PNT Cyber , Do D PTTI , and Do D CRF WGs .. . Do DI 4650.06 , July 30 , 2020 TABLE OF CONTENTS 2 TABLE OF CONTENTS",0.428571429
"This directive applies to OSD , the Military Departments , the Office of the Chairman of the Joint Chiefs of Staff and the Joint Staff , the Combatant Commands , the Office of the Inspector General of the Department of Defense , the Defense Agencies , the Do D Field Activities , and all other organizational entities within the Do D ( referred to collectively in this directive as the “ Do D Components ” ) .",Cleared for public release .This directive is available on the Directives Division Website at http://www.esd.whs.mil/DD / .,0.833333333
"As the Principal Staff Assistant on spectrum matters within the Department of Defense , the Do D CIO shall :. Guide and oversee the formation and activities of an Electromagnetic Spectrum Data COI to address spectrum related data requirements and data technology evolution , and to increase data sharing capabilities among known and unanticipated users .",". All metadata shall be discoverable , searchable , and retrievable using Do D wide capabilities .",0.625
See Enclosure 2 .,See Glossary .,0.285714286
"The Do D CIO is the PSA and senior advisor to the Secretary of Defense for information technology ( IT ) ( including national security systems and defense business systems ) , information resources management ( IRM ) and efficiencies .The Do D CIO is responsible for all matters relating to the Do D information enterprise , including communications ; spectrum management ; network policy and standards ; information systems ;. Do DD 5144.02 , November 21 , 2014 Change 1 , 9/19/2017 2 cybersecurity ; positioning , navigation , and timing ( PNT ) policy ; and the Do D information enterprise that supports Do D command and control ( C2 ) .In this capacity , the Do D CIO :. Consistent with section 171 ( a ) of Reference ( a ) supports the Council on Oversight of the National Leadership Command , Control , and Communications System by providing policy guidance and oversight for the Do D information enterprise that supports Do D C2 .This includes the communications , information sharing capabilities , and National Leadership Command Capabilities integrating national , strategic , operational , and tactical C2 and communications systems and programs , including support to the White House Military Office .The Do D CIO develops and oversees contingency and crisis response communications policies and planning for stabilization and reconstruction operations carried out by the Do D with emphasis given to those executed in concert with the U.S . Government interagency process , including Do D interaction with foreign nations and nongovernmental organizations .","The Do D CIO is the PSA and senior advisor to the Secretary of Defense for information technology ( IT ) ( including national security systems and defense business systems ) , information resources management ( IRM ) and efficiencies .The Do D CIO is responsible for all matters relating to the Do D information enterprise , including communications ; spectrum management ; network policy and standards ; information systems ;. Do DD 5144.02 , November 21 , 2014 Change 1 , 9/19/2017 2 cybersecurity ; positioning , navigation , and timing ( PNT ) policy ; and the Do D information enterprise that supports Do D command and control ( C2 ) .In this capacity , the Do D CIO :",0.75
